2019-10-22 18:51:47.039876	1	2	3	4	5	6	7	8	9
2019-10-22 16:16:20.422125-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:17:25.170890-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:18:29.920923-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:19:37.198805-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:20:41.992923-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:21:46.786824-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:22:59.168326-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:24:06.451951-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:25:11.246317-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:26:16.010851-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:27:20.805424-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:28:28.128066-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:29:35.452252-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:30:40.246250-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:31:47.568297-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:32:52.347297-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:33:57.141678-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:35:01.920671-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:36:09.202156-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:37:13.996231-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:38:23.849164-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:39:31.175310-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:40:35.920763-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:41:40.670844-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:42:45.420688-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:43:52.698642-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:44:57.492748-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:46:04.818137-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:47:09.612355-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:48:14.406435-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:49:19.170846-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:50:23.921020-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:51:31.242999-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:52:41.096846-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:53:45.891375-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:54:50.671026-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:55:55.420826-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:57:02.702509-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:58:09.978789-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 16:59:14.773392-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:00:22.099591-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:01:26.893752-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:02:36.733536-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:03:41.527781-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:04:48.853439-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:05:56.175435-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:07:03.449494-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:08:10.772260-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:09:20.626529-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:10:30.427183-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:11:35.171705-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:12:39.921371-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:13:44.671425-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:14:49.420722-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:15:54.171609-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:17:03.977790-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:18:08.772176-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:19:16.094688-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:20:20.889436-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:21:25.683655-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:22:35.533601-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:23:42.855587-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:24:50.177310-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:25:57.498875-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:27:02.292401-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:28:09.613311-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:29:14.416830-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:30:24.285614-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:31:29.085032-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:32:33.881445-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:33:38.669574-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:34:45.990328-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:35:50.784577-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:36:58.107851-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:38:02.903439-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:39:07.699566-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:40:12.494686-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:41:19.818002-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:42:27.141343-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:43:34.464442-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:44:39.212001-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:45:49.063932-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:46:53.859152-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:48:01.182644-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:49:05.977321-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:50:15.830579-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:51:23.156231-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:52:35.534159-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:53:45.389806-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:54:50.156492-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:55:57.479610-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:57:04.779112-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:58:09.573513-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 17:59:19.423981-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:00:26.746078-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:01:34.067825-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:02:38.861591-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:03:46.183081-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:04:50.976268-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:05:55.769989-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:07:00.563646-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:08:05.362564-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:09:10.157955-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:10:17.481036-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:11:24.803752-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:12:32.126179-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:13:39.448059-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:14:46.770750-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:15:51.565013-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:17:03.943200-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:18:11.265390-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:19:16.059424-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:20:20.854085-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:21:28.139257-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:22:32.933402-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:23:37.727433-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:24:42.521594-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:25:49.842595-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:27:02.222480-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:28:09.544190-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:29:19.393821-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:30:26.716082-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:31:31.510256-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:32:36.304500-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:33:41.098554-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:34:45.892255-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:35:53.213055-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:37:05.592962-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:38:12.914079-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:39:20.236534-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:40:25.030839-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:41:32.353157-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:42:37.147403-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:43:44.461339-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:44:49.255783-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:45:56.572991-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:47:01.326816-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:48:06.120731-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:49:13.442675-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:50:20.764647-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:51:30.614414-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:52:35.408646-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:53:42.730728-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:54:52.584145-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:55:59.906205-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:57:09.756090-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:58:14.550102-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 18:59:19.344686-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 19:00:26.666258-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 19:01:36.515729-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 19:02:41.309917-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 19:03:46.103845-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 19:04:55.953740-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 19:06:00.737091-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 19:07:05.530881-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 19:08:10.324784-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 19:09:17.646822-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 19:10:24.969155-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 19:11:32.291290-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 19:12:37.084825-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
2019-10-22 19:13:41.878744-05:00	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0	93.0
